api_type,kind,member,type,default,status,comment
ETcVnPixelConnectivity,Enums,TCVN_PC_4,DINT,,present,4-way
ETcVnPixelConnectivity,Enums,TCVN_PC_8,DINT,,present,8-way
ETcVnPixelEncoding,Enums,TCVN_PE_NONE,BYTE,,present,"No encoding available, i.e. every pixel value is independent of other pixels."
ETcVnPixelEncoding,Enums,TCVN_PE_BAYER_GR,BYTE,,present,Pixels are encoded as a BayerGR pattern.
ETcVnPixelEncoding,Enums,TCVN_PE_BAYER_RG,BYTE,,present,Pixels are encoded as a BayerRG pattern.
ETcVnPixelEncoding,Enums,TCVN_PE_BAYER_GB,BYTE,,present,Pixels are encoded as a BayerGB pattern.
ETcVnPixelEncoding,Enums,TCVN_PE_BAYER_BG,BYTE,,present,Pixels are encoded as a BayerBG pattern.
ETcVnPixelEncoding,Enums,TCVN_PE_YUV_411_UYYVYY,BYTE,,present,Pixels are encoded as YUV411 (UYYVYY).
ETcVnPixelEncoding,Enums,TCVN_PE_YUV_422_UYVY,BYTE,,present,Pixels are encoded as YUV422 (UYVY).
ETcVnPixelEncoding,Enums,TCVN_PE_YUV_422_YUYV,BYTE,,present,Pixels are encoded as YUV422 (YUYV).
ETcVnPixelEncoding,Enums,TCVN_PE_YCBCR_411_CBYYCRYY,BYTE,,present,Pixels are encoded as YCbCr411 (CbYYCrYY).
ETcVnPixelEncoding,Enums,TCVN_PE_YCBCR_422_CBYCRY,BYTE,,present,Pixels are encoded as YCbCr422 (CbYCrY).
ETcVnPixelEncoding,Enums,TCVN_PE_YCBCR_422_YCBYCR,BYTE,,present,Pixels are encoded as YCbCr422 (YCbYCr).
ETcVnPixelPackMode,Enums,TCVN_PPM_NONE,BYTE,,present,No packing
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO1P,BYTE,,present,Mono1p
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO2P,BYTE,,present,Mono2p
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO4P,BYTE,,present,Mono4p
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO10PACKED,BYTE,,present,Mono10Packed or BayerXX10Packed
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO12PACKED,BYTE,,present,Mono12Packed or BayerXX12Packed
ETcVnPixelPackMode,Enums,TCVN_PPM_RGB10V1PACKED,BYTE,,present,RGB10V1Packed
ETcVnPixelPackMode,Enums,TCVN_PPM_RGB10P32,BYTE,,present,RGB10V2Packed (RGB10p32)
ETcVnPixelPackMode,Enums,TCVN_PPM_RGB12V1PACKED,BYTE,,present,RGB12V1Packed
ETcVnPixelPackMode,Enums,TCVN_PPM_RGB565P,BYTE,,present,RGB565p
ETcVnPixelPackMode,Enums,TCVN_PPM_BGR565P,BYTE,,present,BGR565p
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO10P,BYTE,,present,Mono10p or BayerXX10p
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO12P,BYTE,,present,Mono12p or BayerXX12p
ETcVnPixelPackMode,Enums,TCVN_PPM_MONO14P,BYTE,,present,Mono14p or BayerXX14p
ETcVnPolarizedImageInterpolation,Enums,TCVN_PII_NONE,DINT,,present,"No interpolation, i.e. demosaicing returns images with half width and height."
ETcVnPolarizedImageInterpolation,Enums,TCVN_PII_NEAREST_NEIGHBOR,DINT,,present,Images are scaled to full resolution using nearest neighbor interpolation.
ETcVnPolarizedImageInterpolation,Enums,TCVN_PII_BILINEAR,DINT,,present,Images are scaled to full resolution using bilinear interpolation.
ETcVnPolarizedImageInterpolation,Enums,TCVN_PII_BICUBIC,DINT,,present,Images are scaled to full resolution using bicubic interpolation.
ETcVnPolarizedImageInterpolation,Enums,TCVN_PII_LANCZOS4,DINT,,present,Images are scaled to full resolution using Lanczos4 interpolation.
ETcVnPrototypeClusterer,Enums,TCVN_PC_NOVELTY_DETECTOR,UDINT,,present,Novelty detector
ETcVnPrototypeClusterer,Enums,TCVN_PC_CLUSTERER,UDINT,,present,Clusterer
ETcVnRTrees,Enums,TCVN_RT_CLASSIFIER,UDINT,,present,Classifier
ETcVnRTrees,Enums,TCVN_RT_REGRESSOR,UDINT,,present,Regressor
ETcVnRectangleIntersection,Enums,TCVN_RI_NONE,DINT,,present,No intersection
ETcVnRectangleIntersection,Enums,TCVN_RI_PARTIAL,DINT,,present,Partial intersection
ETcVnRectangleIntersection,Enums,TCVN_RI_FULL,DINT,,present,Full intersection
ETcVnReduceType,Enums,TCVN_RT_REDUCE_SUM,DINT,,present,The sum (column/row-wise) of all rows/columns
ETcVnReduceType,Enums,TCVN_RT_REDUCE_AVG,DINT,,present,The mean (column/row-wise) of all rows/columns
ETcVnReduceType,Enums,TCVN_RT_REDUCE_MAX,DINT,,present,The maximum (column/row-wise) of all rows/columns
ETcVnReduceType,Enums,TCVN_RT_REDUCE_MIN,DINT,,present,The minimum (column/row-wise) of all rows/columns
ETcVnRotationAngle,Enums,TCVN_RA_90_DEG,DINT,,present,90 degrees
ETcVnRotationAngle,Enums,TCVN_RA_180_DEG,DINT,,present,180 degrees
ETcVnRotationAngle,Enums,TCVN_RA_270_DEG,DINT,,present,270 degrees
ETcVnSalientFeaturesMethod,Enums,TCVN_SFM_WALSH_CODE,UDINT,,present,Walsh transform-based code detection.
ETcVnSalientFeaturesMethod,Enums,TCVN_SFM_SOBEL,UDINT,,present,Sobel and Robinson compass filters for code detection.
ETcVnSignedNormalization,Enums,TCVN_SN_FIX_ZERO,INT,,present,"The value 0 is fixed, i.e. the normalized image might only reach either the minimum or maximum value."
ETcVnSignedNormalization,Enums,TCVN_SN_FULL_SCALE,INT,,present,"The image is normalized to the full value range, i.e. a prior value of 0 might be != 0 after normalization."
ETcVnSolvePnPMethod,Enums,TCVN_SPM_ITERATIVE,DINT,,present,Levenberg-Marquardt optimization. Requires at least 4 planar or 6 non-planar reference points.
ETcVnSolvePnPMethod,Enums,TCVN_SPM_EPNP,DINT,,present,Efficient perspective-n-point camera pose estimation. Requires at least 4 reference points.
ETcVnSolvePnPMethod,Enums,TCVN_SPM_P3P,DINT,,present,Complete solution classification for the perspective-three-point problem. Requires exactly 4 reference points to find a unique solution.
ETcVnSolvePnPMethod,Enums,TCVN_SPM_AP3P,DINT,,present,An efficient algebraic solution to the perspective-three-point problem. Requires exactly 4 reference points to find a unique solution.
ETcVnSolvePnPMethod,Enums,TCVN_SPM_IPPE,DINT,,present,Infinitesimal plane-based pose estimation. Requires at least 4 coplanar reference points.
ETcVnSolvePnPMethod,Enums,TCVN_SPM_IPPE_SQUARE,DINT,,present,"IPPE specialization for squares. Requires exactly 4 reference points in the following order (hsl: half square length): (-hsl, hsl, 0), (hsl, hsl, 0), (hsl, -hsl, 0), (-hsl, -hsl, 0)"
ETcVnSolvePnPMethod,Enums,TCVN_SPM_SQPNP,DINT,,present,A consistently fast and globally optimal solution to the perspective-n-point problem. Requires at least 4 reference points.
ETcVnSta,Enums,TCVN_STA_CLASSIFIER,UDINT,,present,Classifier
ETcVnSta,Enums,TCVN_STA_NOVELTY_DETECTOR,UDINT,,present,Novelty detector
ETcVnSta,Enums,TCVN_STA_REGRESSOR,UDINT,,present,Regressor
ETcVnSta,Enums,TCVN_STA_CLUSTERER,UDINT,,present,Clusterer
ETcVnStructuringElementShape,Enums,TCVN_SES_RECTANGLE,DINT,,present,Rectangle
ETcVnStructuringElementShape,Enums,TCVN_SES_CROSS,DINT,,present,Cross
ETcVnStructuringElementShape,Enums,TCVN_SES_ELLIPSE,DINT,,present,Ellipse
ETcVnSvm,Enums,TCVN_SVM_C_CLASSIFIER,UDINT,,present,Classifier
ETcVnSvm,Enums,TCVN_SVM_NU_CLASSIFIER,UDINT,,present,Classifier
ETcVnSvm,Enums,TCVN_SVM_NOVELTY_DETECTOR,UDINT,,present,Novelty detector
ETcVnSvm,Enums,TCVN_SVM_EPS_REGRESSOR,UDINT,,present,Regressor
ETcVnSvm,Enums,TCVN_SVM_NU_REGRESSOR,UDINT,,present,Regressor
ETcVnSvmKernelType,Enums,TCVN_SKT_LINEAR,DINT,,present,Linear kernel (fast)
ETcVnSvmKernelType,Enums,TCVN_SKT_POLY,DINT,,present,Polynomial kernel
ETcVnSvmKernelType,Enums,TCVN_SKT_RBF,DINT,,present,Radial basis function (RBF) kernel (good default)
ETcVnSvmKernelType,Enums,TCVN_SKT_SIGMOID,DINT,,present,Sigmoid kernel
ETcVnSvmKernelType,Enums,TCVN_SKT_CHI2,DINT,,present,Chi-squared kernel
ETcVnSvmKernelType,Enums,TCVN_SKT_INTER,DINT,,present,Histogram intersection kernel
ETcVnSvmSgdClassifierMarginType,Enums,TCVN_SSCMT_SOFT_MARGIN,DINT,,present,Soft margin allowing outliers. (beneficial for classes that cannot be separated linearly)
ETcVnSvmSgdClassifierMarginType,Enums,TCVN_SSCMT_HARD_MARGIN,DINT,,present,Hard margin. (best-suited for linearly separable classes)
ETcVnSvmSgdClassifierType,Enums,TCVN_SSCT_SGD,DINT,,present,Stochastic Gradient Descent
ETcVnSvmSgdClassifierType,Enums,TCVN_SSCT_ASGD,DINT,,present,Average Stochastic Gradient Descent
ETcVnTemplateMatchMethod,Enums,TCVN_TMM_SQDIFF,DINT,,present,Squared difference (supports template mask)
ETcVnTemplateMatchMethod,Enums,TCVN_TMM_SQDIFF_NORMED,DINT,,present,Normalized squared difference
ETcVnTemplateMatchMethod,Enums,TCVN_TMM_CCORR,DINT,,present,Cross-correlation
ETcVnTemplateMatchMethod,Enums,TCVN_TMM_CCORR_NORMED,DINT,,present,Normalized cross-correlation (supports template mask)
ETcVnTemplateMatchMethod,Enums,TCVN_TMM_CCOEFF,DINT,,present,Correlation coefficient
ETcVnTemplateMatchMethod,Enums,TCVN_TMM_CCOEFF_NORMED,DINT,,present,Normalized correlation coefficient
ETcVnThresholdType,Enums,TCVN_TT_BINARY,DINT,,present,Binary threshold
ETcVnThresholdType,Enums,TCVN_TT_BINARY_INV,DINT,,present,Inverted binary threshold
ETcVnThresholdType,Enums,TCVN_TT_TRUNC,DINT,,present,"Truncated threshold (pixels > thresh are set to thresh, others keep their value)"
ETcVnThresholdType,Enums,TCVN_TT_TOZERO,DINT,,present,"To zero threshold (pixels < thresh are set to zero, others keep their value)"
ETcVnThresholdType,Enums,TCVN_TT_TOZERO_INV,DINT,,present,"Inverted to zero threshold (pixels > thresh are set to zero, others keep their value)"
ETcVnThresholdType,Enums,TCVN_TT_OTSU_BINARY,DINT,,present,Binary threshold with the threshold value selected according to the Otsu algorithm
ETcVnThresholdType,Enums,TCVN_TT_OTSU_BINARY_INV,DINT,,present,Inverted binary threshold with the threshold value selected according to the Otsu algorithm
ETcVnThresholdType,Enums,TCVN_TT_OTSU_TRUNC,DINT,,present,Truncated threshold with the threshold value selected according to the Otsu algorithm
ETcVnThresholdType,Enums,TCVN_TT_OTSU_TOZERO,DINT,,present,To zero threshold with the threshold value selected according to the Otsu algorithm
ETcVnThresholdType,Enums,TCVN_TT_OTSU_TOZERO_INV,DINT,,present,Inverted to zero threshold with the threshold value selected according to the Otsu algorithm
ETcVnThresholdType,Enums,TCVN_TT_TRIANGLE_BINARY,DINT,,present,Binary threshold with the threshold value selected according to the Triangle algorithm
ETcVnThresholdType,Enums,TCVN_TT_TRIANGLE_BINARY_INV,DINT,,present,Inverted binary threshold with the threshold value selected according to the Triangle algorithm
ETcVnThresholdType,Enums,TCVN_TT_TRIANGLE_TRUNC,DINT,,present,Truncated threshold with the threshold value selected according to the Triangle algorithm
ETcVnThresholdType,Enums,TCVN_TT_TRIANGLE_TOZERO,DINT,,present,To zero threshold with the threshold value selected according to the Triangle algorithm
ETcVnThresholdType,Enums,TCVN_TT_TRIANGLE_TOZERO_INV,DINT,,present,Inverted to zero threshold with the threshold value selected according to the Triangle algorithm
ETcVnTimestamp,Enums,TCVN_TS_IMAGE_COMPLETED,ULINT,,present,"Timestamp when the image was completed, i.e. all packets were received by the GigEVision driver and combined to an image."
ETcVnTimestamp,Enums,TCVN_TS_RECEPTION_STARTED,ULINT,,present,"Timestamp when the image reception started, i.e. the GVSP leader packet was received by the GigEVision driver."
ETcVnTimestamp,Enums,TCVN_TS_RECEPTION_FINISHED,ULINT,,present,"Timestamp when the image reception finished, i.e. the GVSP trailer packet was received by the GigEVision driver."
ETcVnTimestamp,Enums,TCVN_TS_GETCURRENTIMAGE,ULINT,,present,Timestamp when the image was retrieved in the PLC by calling one of the GetCurrentImage methods of the CameraControl FB.
ETcVnTimestamp,Enums,TCVN_TS_CAMERA,ULINT,,present,Timestamp created by the camera and transmitted as part of the GVSP leader packet. This timestamp is camera specific and by default not synchronized with TwinCAT.
ETcVnTimestamp,Enums,TCVN_TS_CUSTOM,ULINT,,present,"Custom timestamp, that can optionally be set when creating a displayable image (nTimestamp parameter of Copy/TransformIntoDisplayableImage functions)."
ETcVnTimestamp,Enums,TCVN_TS_LAST_CHANGE,ULINT,,present,Timestamp of the last content change of the image with TwinCAT Vision functions.
ETcVnVectorCompareMethod,Enums,TCVN_VCM_EUCLIDEAN,DINT,,present,Euclidean
ETcVnVectorCompareMethod,Enums,TCVN_VCM_ELEMENTWISE,DINT,,present,Elementwise
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_RIGHT_Y_DOWN,DINT,,present,"X axis points right, Y axis down (same orientation as image coordinate system)"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_DOWN_Y_RIGHT,DINT,,present,"X axis points down, Y axis right"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_LEFT_Y_DOWN,DINT,,present,"X axis points left, Y axis down"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_UP_Y_RIGHT,DINT,,present,"X axis points up, Y axis right"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_RIGHT_Y_UP,DINT,,present,"X axis points right, Y axis up"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_DOWN_Y_LEFT,DINT,,present,"X axis points down, Y axis left"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_LEFT_Y_UP,DINT,,present,"X axis points left, Y axis up"
ETcVnWorldCoordinateSystem,Enums,TCVN_WCS_X_UP_Y_LEFT,DINT,,present,"X axis points up, Y axis left"
ETcWatchdogAccumulationType,Enums,WD_ACC_TYPE_MEAN,UINT,,present,Calculates the mean of the individual fractions processed over all monitored functions (recommended for independent functions).
ETcWatchdogAccumulationType,Enums,WD_ACC_TYPE_PRODUCT,UINT,,present,Calculates the product of the individual fractions processed over all monitored functions (recommended for dependent functions).
GEV_CAMERA_STATE,Enums,GEV_CAMERA_IDLE,BYTE,,present,Camera is idle (no control or stream channel open).
GEV_CAMERA_STATE,Enums,GEV_CONTROL_CHANNEL_OPEN_MASK,BYTE,,present,The control channel is open.
GEV_CAMERA_STATE,Enums,GEV_STREAM_CHANNELS_OPEN_MASK,BYTE,,present,At least 1 stream channel is open.
GEV_CAMERA_STATE,Enums,GEV_CONTROL_CHANNEL_OPEN,BYTE,,present,"The control channel is open, but no stream channel."
GEV_CAMERA_STATE,Enums,GEV_STREAM_CHANNELS_OPEN,BYTE,,present,At least 1 stream channel and the control channel are open.
GVCP_ADDRESS_VALUE_PAIR,Structs,nAddress,GVCP_REGISTER_ADDRESS,,present,Register address
GVCP_ADDRESS_VALUE_PAIR,Structs,nValue,GVCP_REGISTER_VALUE,,present,Register value
GVSP_IMAGE_INFO,Structs,CameraIpAddress,UDINT,,present,Camera IP address
GVSP_IMAGE_INFO,Structs,LocalIpAddress,UDINT,,present,Local IP address
GVSP_IMAGE_INFO,Structs,CameraUdpPort,UINT,,present,Camera UDP port
GVSP_IMAGE_INFO,Structs,LocalUdpPort,UINT,,present,Local UDP port
GVSP_IMAGE_INFO,Structs,GvspChannelId,UINT,,present,ID of GVSP channel
GVSP_IMAGE_INFO,Structs,GevStatus,UINT,,present,GigE Vision status code
GVSP_IMAGE_INFO,Structs,BlockId,ULINT,,present,"Block Id (incremented for each acquired image, but reset to 0 on overflow)"
GVSP_IMAGE_INFO,Structs,LeaderInfo,GVSP_LEADER_PAYLOAD_IMAGE,,present,"Contains information about timestamp, pixel format and size."
GVSP_LEADER_PAYLOAD_IMAGE,Structs,Timestamp,ULINT,,present,Image timestamp
GVSP_LEADER_PAYLOAD_IMAGE,Structs,PixelFormat,GVSP_PIXEL_FORMAT,,present,Image pixel format
GVSP_LEADER_PAYLOAD_IMAGE,Structs,SizeX,UDINT,,present,Image size in x direction
GVSP_LEADER_PAYLOAD_IMAGE,Structs,SizeY,UDINT,,present,Image size in y direction
GVSP_LEADER_PAYLOAD_IMAGE,Structs,OffsetX,UDINT,,present,"Image x-offset from (0,0) origin"
GVSP_LEADER_PAYLOAD_IMAGE,Structs,OffsetY,UDINT,,present,"Image y-offset from (0,0) origin"
GVSP_LEADER_PAYLOAD_IMAGE,Structs,PaddingX,UINT,,present,Image padding in x direction
GVSP_LEADER_PAYLOAD_IMAGE,Structs,PaddingY,UINT,,present,Image padding in y direction
GVSP_PIXEL_FORMAT,Structs,Color,BYTE,,present,Indicates if the pixel format is mono or color.
GVSP_PIXEL_FORMAT,Structs,EffectivePixelSize,BYTE,,present,Effective pixel size in bit
GVSP_PIXEL_FORMAT,Structs,Id,UINT,,present,GVSP pixel format ID
TcVnCameraCalibrationOptions,Structs,bUseIntrinsicGuess,BIT,,present,"The camera matrix and distortion coefficients already contain a valid initial guess, which is optimized further."
TcVnCameraCalibrationOptions,Structs,bFixAspectRatio,BIT,,present,The ratio fx/fy stays the same as in the input camera matrix.
TcVnCameraCalibrationOptions,Structs,bFixPrincipalPoint,BIT,,present,"The principal point is fixed to the image center (or provided cx,cy if bUseIntrinsicGuess)."
TcVnCameraCalibrationOptions,Structs,bZeroTangentDist,BIT,,present,"The tangential distortion coefficients (p1, p2) are forced to 0."
TcVnCameraCalibrationOptions,Structs,bFixFocalLength,BIT,,present,The parameters fx and fy stay the same as in the input camera matrix.
TcVnCameraCalibrationOptions,Structs,bFixK1,BIT,,present,The radial distortion coefficient k1 is fixed to 0 (or provided input if bUseIntrinsicGuess)
TcVnCameraCalibrationOptions,Structs,bFixK2,BIT,,present,The radial distortion coefficient k2 is fixed to 0 (or provided input if bUseIntrinsicGuess)
TcVnCameraCalibrationOptions,Structs,bFixK3,BIT,,present,The radial distortion coefficient k3 is fixed to 0 (or provided input if bUseIntrinsicGuess)
TcVnCameraCalibrationOptions,Structs,bFixK4,BIT,,present,The radial distortion coefficient k4 is fixed to 0 (or provided input if bUseIntrinsicGuess)
TcVnCameraCalibrationOptions,Structs,bFixK5,BIT,,present,The radial distortion coefficient k5 is fixed to 0 (or provided input if bUseIntrinsicGuess)
TcVnCameraCalibrationOptions,Structs,bFixK6,BIT,,present,The radial distortion coefficient k6 is fixed to 0 (or provided input if bUseIntrinsicGuess)
TcVnCameraCalibrationOptions,Structs,bRationalModel,BIT,,present,"The radial distortion coefficients k4, k5, k6 are enabled."
TcVnCircularArc,Structs,aCenter,TcVnPoint2_REAL,,present,Center of the circular arc
TcVnCircularArc,Structs,fRadius,REAL,,present,Radius of the circular arc
TcVnCircularArc,Structs,fStartAngle,REAL,,present,Start angle of the circular arc
TcVnCircularArc,Structs,fEndAngle,REAL,,present,End angle of the circular arc
TcVnCodeGrades1D,Structs,fDecode,REAL,,present,Decode grade
TcVnCodeGrades1D,Structs,fSymbolContrast,REAL,,present,Symbol contrast grade
TcVnCodeGrades1D,Structs,fMinReflectance,REAL,,present,Minimum reflectance grade
TcVnCodeGrades1D,Structs,fMinEdgeContrast,REAL,,present,Minimum edge contrast grade
TcVnCodeGrades1D,Structs,fModulation,REAL,,present,Modulation grade
TcVnCodeGrades1D,Structs,fDefects,REAL,,present,Defects grade
TcVnCodeGrades1D,Structs,fDecodability,REAL,,present,Decodability grade
TcVnCodeGrades1D,Structs,fOverall,REAL,,present,"Overall code grade, i.e. the minimum achieved individual grade averaged over all scan lines. If different scan lines lead to different decoded data, the overall grade is 0."
TcVnCodeGradesDM,Structs,nDecode,USINT,,present,Decode grade
TcVnCodeGradesDM,Structs,nSymbolContrast,USINT,,present,Symbol contrast grade
TcVnCodeGradesDM,Structs,nModulation,USINT,,present,Modulation grade
TcVnCodeGradesDM,Structs,nReflectanceMargin,USINT,,present,Reflectance margin grade
TcVnCodeGradesDM,Structs,nFixedPatternDamage,USINT,,present,Fixed pattern damage grade
TcVnCodeGradesDM,Structs,nAxialNonuniformity,USINT,,present,Axial nonuniformity grade
TcVnCodeGradesDM,Structs,nGridNonuniformity,USINT,,present,Grid nonuniformity grade
TcVnCodeGradesDM,Structs,nUnusedErrorCorrection,USINT,,present,Unused error correction grade
TcVnCodeGradesDM,Structs,nOverall,USINT,,present,"Overall code grade, i.e. the minimum achieved individual grade"
TcVnCodeGradesQR,Structs,nDecode,USINT,,present,Decode grade
TcVnCodeGradesQR,Structs,nSymbolContrast,USINT,,present,Symbol contrast grade
TcVnCodeGradesQR,Structs,nModulation,USINT,,present,Modulation grade
TcVnCodeGradesQR,Structs,nReflectanceMargin,USINT,,present,Reflectance margin grade
TcVnCodeGradesQR,Structs,nFixedPatternDamage,USINT,,present,Fixed pattern damage grade
TcVnCodeGradesQR,Structs,nAxialNonuniformity,USINT,,present,Axial nonuniformity grade
TcVnCodeGradesQR,Structs,nGridNonuniformity,USINT,,present,Grid nonuniformity grade
TcVnCodeGradesQR,Structs,nUnusedErrorCorrection,USINT,,present,Unused error correction grade
TcVnCodeGradesQR,Structs,nFormatInfo,USINT,,present,Format information grade
TcVnCodeGradesQR,Structs,nVersionInfo,USINT,,present,Version information grade
TcVnCodeGradesQR,Structs,nOverall,USINT,,present,"Overall code grade, i.e. the minimum achieved individual grade"
TcVnDMatch,Structs,nQueryIdx,DINT,,present,Query descriptor index
TcVnDMatch,Structs,nTrainIdx,DINT,,present,Train descriptor index
TcVnDMatch,Structs,nImageIdx,DINT,,present,Train image index
TcVnDMatch,Structs,fDistance,REAL,,present,Distance between the descriptors (smaller distance means better match)
TcVnImageInfo,Structs,nImageSize,ULINT,,present,Image size (number of pixels)
TcVnImageInfo,Structs,nWidth,UDINT,,present,Image width
TcVnImageInfo,Structs,nHeight,UDINT,,present,Image height
TcVnImageInfo,Structs,nXPadding,UINT,,present,Image x-padding
TcVnImageInfo,Structs,nYPadding,UINT,,present,Image y-padding
TcVnImageInfo,Structs,stPixelFormat,TcVnPixelFormat,,present,Pixel format
TcVnKeyPoint,Structs,aPoint,TcVnPoint2_REAL,,present,Position
TcVnKeyPoint,Structs,fDiameter,REAL,,present,Diameter
TcVnKeyPoint,Structs,fAngle,REAL,,present,Angle
TcVnKeyPoint,Structs,fResponse,REAL,,present,Response
TcVnKeyPoint,Structs,nOctave,DINT,,present,Octave
TcVnKeyPoint,Structs,nClassId,DINT,,present,Class ID
TcVnMatrix,Structs,nRows,UDINT,,present,Number of rows
TcVnMatrix,Structs,nCols,UDINT,,present,Number of columns
TcVnMatrix,Structs,eType,ETcVnElementType,,present,Element type
TcVnMatrix,Structs,pData,PVOID,,present,Pointer to the data
TcVnMoments,Structs,fM00,LREAL,,present,Spatial moment 00
TcVnMoments,Structs,fM10,LREAL,,present,Spatial moment 10
TcVnMoments,Structs,fM01,LREAL,,present,Spatial moment 01
TcVnMoments,Structs,fM20,LREAL,,present,Spatial moment 20
TcVnMoments,Structs,fM11,LREAL,,present,Spatial moment 11
TcVnMoments,Structs,fM02,LREAL,,present,Spatial moment 02
TcVnMoments,Structs,fM30,LREAL,,present,Spatial moment 30
TcVnMoments,Structs,fM21,LREAL,,present,Spatial moment 21
TcVnMoments,Structs,fM12,LREAL,,present,Spatial moment 12
TcVnMoments,Structs,fM03,LREAL,,present,Spatial moment 03
TcVnMoments,Structs,fMu20,LREAL,,present,Central moment 20
TcVnMoments,Structs,fMu11,LREAL,,present,Central moment 11
TcVnMoments,Structs,fMu02,LREAL,,present,Central moment 02
TcVnMoments,Structs,fMu30,LREAL,,present,Central moment 30
TcVnMoments,Structs,fMu21,LREAL,,present,Central moment 21
TcVnMoments,Structs,fMu12,LREAL,,present,Central moment 12
TcVnMoments,Structs,fMu03,LREAL,,present,Central moment 03
TcVnMoments,Structs,fNu20,LREAL,,present,Normalized central moment 20
TcVnMoments,Structs,fNu11,LREAL,,present,Normalized central moment 11
TcVnMoments,Structs,fNu02,LREAL,,present,Normalized central moment 02
TcVnMoments,Structs,fNu30,LREAL,,present,Normalized central moment 30
TcVnMoments,Structs,fNu21,LREAL,,present,Normalized central moment 21
TcVnMoments,Structs,fNu12,LREAL,,present,Normalized central moment 12
TcVnMoments,Structs,fNu03,LREAL,,present,Normalized central moment 03
TcVnParamsAGAST,Structs,nThreshold,DINT,10,present,Threshold for the intensity difference between the center pixel and its surrounding circle
TcVnParamsAGAST,Structs,bNonMaxSuppression,BOOL,TRUE,present,"If true, non-maximum suppression is applied."
TcVnParamsAGAST,Structs,eType,ETcVnKeypointDetectionTypeAGAST,TCVN_KDT_AGAST_9_16,present,Neighborhood type
TcVnParamsAKAZE,Structs,eDescrType,ETcVnFeatureDescriptorTypeAKAZE,TCVN_FDT_AKAZE_MLDB,present,Type of the descriptor
TcVnParamsAKAZE,Structs,nDescrSize,UDINT,0,present,Size of the descriptor in bits (only for MLDB; 0 = full size)
TcVnParamsAKAZE,Structs,nDescrChannels,UDINT,3,present,Number of descriptor channels (currently only 3 supported for MLDB)
TcVnParamsAKAZE,Structs,fThreshold,REAL,0.001,present,Detector response threshold
TcVnParamsAKAZE,Structs,nOctaves,UDINT,2,present,Maximum octave evolution
TcVnParamsAKAZE,Structs,nOctaveLayers,UDINT,1,present,Number of sublevels per scale level
TcVnParamsAKAZE,Structs,eDiffusivity,ETcVnDiffusivityTypeKAZE,TCVN_DT1_KAZE_PM_G2,present,Diffusivity type
TcVnParamsBRISK,Structs,nThreshold,DINT,30,present,Detection threshold
TcVnParamsBRISK,Structs,nOctaves,UDINT,3,present,Detection octaves (0 for single scale)
TcVnParamsBRISK,Structs,fPatternScale,REAL,1,present,Scale factor for the neighborhood pattern
TcVnParamsBlobDetection,Structs,bFilterByArea,BOOL,TRUE,present,Enable filtering by area (fMinArea <= area <= fMaxArea); strongly recommended to activate for filtering noise with fMinArea.
TcVnParamsBlobDetection,Structs,bFilterByCircularity,BOOL,FALSE,present,Enable filtering by circularity (fMinCircularity <= circularity(4pi * area / perimeter^2) <= fMaxCircularity).
TcVnParamsBlobDetection,Structs,bFilterByConvexity,BOOL,FALSE,present,Enable filtering by convexity (fMinConvexity <= convexity(area / hullArea) <= fMaxConvexity).
TcVnParamsBlobDetection,Structs,bFilterByEccentricity,BOOL,FALSE,present,Enable filtering by eccentricity (fMinEccentricity <= eccentricity <= fMaxEccentricity).
TcVnParamsBlobDetection,Structs,bFilterByInertiaRatio,BOOL,FALSE,present,Enable filtering by inertia ratio (fMinInertiaRatio <= inertia ratio <= fMaxInertiaRatio).
TcVnParamsBlobDetection,Structs,fMinArea,REAL,10,present,Min estimated blob area in pixel
TcVnParamsBlobDetection,Structs,fMaxArea,REAL,100000000,present,Max estimated blob area in pixel
TcVnParamsBlobDetection,Structs,fMinCircularity,REAL,0,present,"Min circularity (1.0: ideal circle, < 1: less circular, 0: not circular at all)"
TcVnParamsBlobDetection,Structs,fMaxCircularity,REAL,1,present,"Max circularity (1.0: ideal circle, < 1: less circular, 0: not circular at all)"
TcVnParamsBlobDetection,Structs,fMinConvexity,REAL,0,present,"Min convexity (1.0: blob fully convex, < 1: less convex)"
TcVnParamsBlobDetection,Structs,fMaxConvexity,REAL,1,present,"Max convexity (1.0: blob fully convex, < 1: less convex)"
TcVnParamsBlobDetection,Structs,fMinEccentricity,REAL,0,present,"Min eccentricity (0.0: circular, 1.0: linear)"
